1	3238	2992	0.083090962564
2	3238	2515	0.159814746927
3	3238	2862	0.162199251661
4	3238	1595	0.171515706881
5	3238	403	0.184592250874
6	3238	29	0.185023902972
7	3238	41	0.187129579035
8	3238	271	0.187581081998
9	3238	774	0.189404063574
10	3238	910	0.193906005999
11	3238	2544	0.197107178583
12	3238	3238	0.203104298174
13	3238	911	0.206991048576
14	3238	59	0.210301679306
15	3238	1574	0.213737204982
16	3238	1359	0.214224036074
17	3238	526	0.219069325033
18	3238	1438	0.221814284564
19	3238	2926	0.221890748491
20	3238	91	0.225081939987
21	3238	2007	0.227889468339
22	3238	189	0.228852362475
23	3238	995	0.230101588374
24	3238	2501	0.244854204722
25	3238	3191	0.245187372634
26	3238	2096	0.247641925760
27	3238	38	0.250961664829
28	3238	768	0.251914645380
29	3238	2158	0.252562449319
30	3238	2180	0.254466827488
31	3238	221	0.257757735586
32	3238	1771	0.258082633805
33	3238	1563	0.260438693233
34	3238	514	0.266000202838
35	3238	472	0.266441790529
36	3238	2636	0.267248279733
37	3238	3082	0.268708573351
38	3238	1718	0.273060475861
39	3238	1611	0.275946132183
40	3238	1394	0.277349324465
41	3238	460	0.277475571533
42	3238	2463	0.281074868156
43	3238	2233	0.282695327762
44	3238	2552	0.282737590711
45	3238	2323	0.283833411248
46	3238	1160	0.284362895289
47	3238	1553	0.285023874838
48	3238	1866	0.285810309223
49	3238	2796	0.286773504467
50	3238	1199	0.288665725852
51	3238	3134	0.291459079301
52	3238	3073	0.293207024757
53	3238	1976	0.293668825771
54	3238	908	0.294690727384
55	3238	2983	0.295771572913
56	3238	1068	0.296687176974
57	3238	602	0.297131930979
58	3238	2531	0.297443126156
59	3238	1361	0.297787410423
60	3238	945	0.297868307026
61	3238	2468	0.299177816053
62	3238	2839	0.299344280253
63	3238	2382	0.300638323178
64	3238	40	0.301913353521
65	3238	325	0.302408294038
66	3238	2179	0.304706869302
67	3238	2887	0.304886253676
68	3238	817	0.308078646233
69	3238	3183	0.309377163047
70	3238	2064	0.309723046846
71	3238	2910	0.310835209930
72	3238	2269	0.313128042402
73	3238	634	0.313970784721
